cod_prestacion,Frequency.1,codes,spanish description,english description,comment
1703,1,30030601001115301000,"MIELOGRAFIA , MEDULA LUMBAR, SIN CONTRASTE",,
1081,1,300113120200U0000933,UROPORFIRINAS HECES,,
2151,1,CCD00180N,NEUTRÓFILOS FROTIS (EN SANGRE),,
1874,1,30031101900000000000,CONSULTA POR TELERRADIOLOGIA: NEUROINTERVENCIONISMO VASCULAR TERAPEUTICO,,
1653,1,30030600861928901000,"TC OSTEOARTICULAR , ROTULA AMBAS, SIN CONTRASTE",,
178,1,0121209561,AC. ANTI-HELICOBACTER PYLORI IGA METODO ELISA,,
1769,1,30030901441928501000,"RM OSTEOARTICULAR , PIE AMBOS, SIN CONTRASTE",,
982,1,300113080100N0000844,SUBUNIDAD a LIBRE DE HORMONAS POLIPÉPTIDICAS,,
1254,1,300114029900N0000036,AGREGACIÓN PLAQUETARIA,,
2703,1,300113121400X0001293,UREA LÍQUIDOS BIOLÓGICOS S.E,,
1148,1,300113120900G0001512,DIMERO D LIQUIDO PERITONEAL,,
1687,1,30030600931217901000,"TC VASCULAR , ARTERIAS RENALES , SIN CONTRASTE",,
277,1,300113010000N0000020,COLESTEROL LDL DIRECTO,,
2111,1,CCD00141N,HEMOGLOBINA EN GASOMETRÍA  (EN SANGRE),,
332,1,300113020000K0000074,FOSFATO,,
1215,1,300113121400X0001529,ÁCIDO ÚRICO LÍQUIDOS BIOLÓGICOS S.E,,
492,1,300113030202N0000203,IGE ESPECIFICA  TYROPHAGUS,,
2382,1,MUE000129,EXUDADO HERIDA TRAUMATICA,,
3,1,0121201050,TINCION DE GRAM,,
203,1,0121210030,TOXINAS DE CLOSTRIDIUM DIFFICILE,,
2026,1,CCD00043N,C1 INHIBIDOR ANTIGÉNICO (EN SANGRE),,
963,1,300113070200K0001740,BUPRENORFINA ORINA,,
1575,1,30030600830100402000,"TC CARA Y BASE DE CRANEO, ARTICULACION TEMPORO-MANDIBULAR (ATM) AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
2581,1,0121209113,AC. ANTI-VIRUS DE EPSTEIN-BARR EBNA IGG METODO IFI,,
985,1,300113090000N0000851,HLA DQ y DR (ELISA),,
377,1,300113030100K0000165,CADENA LIGERA KAPPA ORINA,,
1681,1,30030600930912701000,"TC VASCULAR , ARTERIAS SUPRAORTICAS , SIN CONTRASTE",,
2039,1,CCD00057N,COCIENTE ALB /GLOBULINA (EN SANGRE),,
133,1,0121209270,AC. ANTI-CHLAMYDOPHILA PNEUMONIAE IGG METODO ELISA,,
1015,1,300113110000K0001258,PENTACARBOXILPORFIRINAS ORINA,,
1357,1,30030100030707019000,"RX ESQUELETO PERIFERICO, ARTICULACION ESTERNO-CLAVICULAR DERECHA/IZQUIERDA, PA",,
317,1,300113010000N0001682,FILTRADO GLOMERULAR ESTIMADO MDRD-4 IDMS,,
1466,1,30030100100000000000,SERIE OSEA METASTASICA,,
1233,1,300114010200N0000010,"ANTICUERPOS IRREGULARES ANTIERITROCITARIOS, SCREENING",,
50,1,0121206032,CARGA VIRAL VIRUS DE LA HEPATITIS B LOGARITMO METODO PCR CUANT,,
2040,1,CCD00059K,COCIENTE ALBUMINA/GLOBULINA  (EN ORINA),,
2517,1,300114070100N0000154,PLAQUETAS ACTIVADAS CIRCULANTES PAC-1 POSITIVAS,,
892,1,300113050000N0001096,AC ANTI C1q,,
170,1,0121209491,AC. ANTI-LEGIONELLA 1-6 IGM METODO ELISA,,
2433,1,0121209530,AC AMEBAS  (HEMAGLUTINACION),,
486,1,300113030202N0000197,IGE ESPECIFICA  DERMATOPHAGOIDES FARINAE,,
462,1,300113030100N0000160,TRANSFERRINA:RECEPTOR,,
1849,1,30030901541116501000,"RM ENDOCAVITARIA, UTERO-CERVIX, SIN CONTRASTE",,
602,1,300113030209N0000449,IGE ESPECIFICA  CYNODON DACTYLON (GRAMA MAYOR),,
992,1,300113090000N0001248,HLA DR (LINFOTOXICIDAD),,
1341,1,300114080100N0000236,MUT. JAK-2,,
1544,1,30030500720809000000,"DOPPLER ORGANOS/PARTES BLANDAS, MAMA AMBAS",,
1611,1,30030600861320401000,"TC OSTEOARTICULAR , SACROILIACAS, SIN CONTRASTE",,
2210,1,CCD00248N,COCIENTE KAPPA/LAMBDA LIBRES (EN SANGRE),,
1594,1,30030600850707901000,"TC DE COLUMNA , RAQUIS DORSAL, SIN CONTRASTE",,
2419,1,0121206181,HEPATITIS E IGM CONFIRMACION: W-BLOT,,
2312,1,CCD00401N,TESTOSTERONA T.BASAL  (EN SANGRE),,
923,1,300113070100N0000784,AMIKACINA,,
1943,1,ANT000060,CEFTAZIDIMA,,
2760,1,ANT000011,BETA-LACTAMASA (2),,
314,1,300113010000N0001588,ISOENZIMAS CK (ELECTROFORESIS),,
1806,1,30030901460707802000,"RM TORACICA, TORAX, SIN CONTRASTE Y CON CONTRASTE",,
1339,1,300114080100N0000195,RT - PCR +( 8:21)  (LEUCEMIA MIELOIDE AGUDA),,
368,1,300113020000K0001083,OSMOLALIDAD EN 24 HORAS,,
2357,1,CCD00580N,RETICULOCITOS (%),,
38,1,0121205011,PARASITOS INTESTINALES (2),,
1074,1,300113120200U0000925,ESTUDIO MACRO Y MICROSCÓPICO DE HECES,,
1772,1,30030901441928602000,"RM OSTEOARTICULAR , PIE DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
1208,1,300113121400X0001304,AG C15.3 LÍQUIDOS BIOLÓGICOS S.E,,
90,1,0121208062,AC. ANTI-TREPONEMA PALLIDUM IGG METODO EIA,,
2554,1,30031602590000000000,EMBOLIZACION  VARICOCELE,,
1648,1,30030600861928602000,"TC OSTEOARTICULAR , PIE DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
747,1,300113040000K0001297,ÁCIDO VANIL-MANDÉLICO ORINA 24 HORAS,,
2541,1,30030901521115802000,"RM VASCULAR , RIÑON AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
669,1,300113030299N0001536,MICROARRAY COMPONENTES ALERGÉNICOS,,
1470,1,30030100140000000000,TOMOGRAFIA,,
452,1,300113030100N0000150,PREALBÚMINA,,
2065,1,CCD00089I,DURACIÓN ABSTINENCIA (EN LIQUIDO SEMINAL),,
925,1,300113070100N0000788,BENZODIACEPINAS SANGRE,,
342,1,300113020000K0000086,OXALATO,,
471,1,300113030100N0001578,INMUNOFIJACIÓN EN SUERO,,
524,1,300113030204N0000285,IGE ESPECIFICA ALIMENTOS ORIGEN VEGETAL :CEBADA,,
57,1,0121206080,AC. ANTI-VIRUS DE LA HEPATITIS B IGM AG CORE METODO ELISA,,
1923,1,30123040418305019705,"VIRUS HEPATITIS C, DETECCIÓN AG., SUERO, ELISA",,
1991,1,CCD00005N,ACTH 60 MIN (EN SANGRE),,
625,1,300113030212N0000495,IGE ESPECIFICA  ISOCIANATO HDI,,
2090,1,CCD00118N,GH 45 MIN (EN SANGRE),,
1644,1,30030600861927902000,"TC OSTEOARTICULAR , FEMUR DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
1543,1,30030400710000000000,INTERCONSULTA: ECOGRAFIA GENERAL,,
1964,1,ANT000125,NORFLOXACINO,,
2165,1,CCD00195N,POTASIO EN GASOMETRÍA (EN SANGRE),,
637,1,300113030213N0000525,IGE ESPECIFICA  MUCOR,,
2721,1,300114080300N0000205,F.I.S.H. PARA SÍNDROME LINFOPROLIFERATIVO,,
65,1,0121206130,AC. ANTI-VIRUS DE LA HEPATITIS C METODO INNOLIA,,
1182,1,300113121200J0001129,ALBÚMINA LÍQUIDO SINOVIAL,,
1937,1,ANT000041,CEFAZOLINA (2),,
2441,1,0121813050,VOLUMEN PLASMATICO,,
2394,1,MUE000196,ABSCESO SIN ESPECIFICAR,,
674,1,300113030300N0001538,IgG ESPECIFICA ALFA LACTOALBÚMINA,,
1095,1,300113120500C0000948,ESTUDIO CITOLÓGICO CÉLULAS POLIMORFONUCLEARES EN LCR,,
996,1,300113090000N0001472,HLA-DR4,,
1388,1,30030100031624806000,"RX ESQUELETO PERIFERICO, MUÑECA AMBAS, AP Y LAT",,
1520,1,30030400630504500000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, CUELLO",,
1150,1,300113121000H0000991,ADENOSINA-DESAMINASA (ADA) EN LIQUIDO PLEURAL,,
118,1,0121209160,AC. ANTI-VIRUS DEL SARAMPION IGG METODO ELISA,,
2096,1,CCD00126N,GLUCOSA 15 MIN (EN SANGRE),,
2381,1,MUE000128,EXUDADO HERIDA SUPERFICIAL,,
944,1,300113070100N0000812,SIROLIMUS,,
63,1,0121206113,GENOTIPO VIRUS DE LA HEPATITIS C METODO LIPA,,
1089,1,300113120400B0000938,ALFA FETOPROTEINA LIQUIDO AMNIOTICO,,
1099,1,300113120500C0000956,PROTEÍNAS TOTALES EN LCR,,
773,1,300113040000N0000645,GASTRINA,,
2573,1,CCD00561N,PROGESTERONA 17-HIDROXI 3ª TOMA (EN SANGRE),,
2204,1,CCD00240N,RH NEGATIVO (EMBARAZO),,
1584,1,30030600830101601000,"TC CARA Y BASE DE CRANEO , MANDIBULA , SIN CONTRASTE",,
2227,1,CCD00267U,TERCERA MUESTRA HECES,,
1843,1,30030901522029802000,"RM VASCULAR , MUSLO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
569,1,300113030205N0000388,IGE ESPECIFICA  LECHE DE CABRA,,
1596,1,30030600851013501000,"TC DE COLUMNA , RAQUIS LUMBO SACRO, SIN CONTRASTE",,
2614,1,300113030100N0001168,ALANINA SANGRE,,
2483,1,300113090000N0001616,HLA-B8,,
650,1,300113030215N0000575,IGE ESPECIFICA POLENES ARBOLES Y ARBUSTOS: PLATANO,,
1786,1,30030901442029902000,"RM OSTEOARTICULAR , PIERNA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
1576,1,30030600830100501000,"TC CARA Y BASE DE CRANEO , ARTICULACION TEMPORO-MANDIBULAR (ATM) DERECHA/IZQUIERDA, SIN CONTRASTE",,
2472,1,300113040000N0001327,CATECOLAMINAS FRACCIONADAS SANGRE,,
254,1,0222205020,GAMMAGRAFIA DE VENTILACION PULMONAR,,
1360,1,30030100030707319000,"RX ESQUELETO PERIFERICO, ESCAPULA AMBAS, PA",,
174,1,0121209520,AC YERSINIA   METODO AGLUT,,
319,1,300113010000Q0001058,FILTRADO GLOMERULAR ESTIMADO MDRD-4,,
93,1,0121209010,AC. ANTI-VIRUS DE LA RUBEOLA IGG METODO ELISA,,
1111,1,300113120600D0000963,SODIO EN LIQUIDO DE DIALISIS,,
2601,1,0222207070,ESTUDIO GAMMAGRAFICO MORFOFUNCIONAL RENAL (RENOGRAMA)  CON DPTA,,
2103,1,CCD00134N,GLUCOSA EN GASOMETRÍA  (EN SANGRE),,
1322,1,300114070200N0000159,CÉLULAS B TOTALES (RECUENTO),,
2009,1,CCD00027I,ASPECTO  (EN LIQUIDO SEMINAL),,
1293,1,300114040000N0000091,6-FOSFOGLUCÓNICO-DESHIDROGENASA,,
2194,1,CCD00226N,VOLUMEN CORPUSCULAR MEDIO (EN SANGRE),,
2662,1,300113030300N0001553,PRECIPITINAS PENICILIUM NOTATUM,,
1207,1,300113121400X0001303,AG CARCINOEMBRIONARIO(CEA) LÍQUIDOS BIOLÓGICOS S.E,,
24,1,0121202190,"CULTIVOS PARASITOLOGICOS (LEISHMANIA), EXCEPTO TRICHOMONAS",,
114,1,0121209120,AC. ANTI-VIRUS VARICELA ZOSTER IGG METODO ELISA,,
1027,1,300113110000N0000884,FOSFATASA ALCALINA FRAC. HEPÁTICA 2,,
703,1,300113030405N0001710,IGE RECOMBINANTE NBOS D LACTOFERRIN (LECHE DE VACA) F334,,
2459,1,300113030204N0000353,IGE ESPECIFICA  PATATA,,
1888,1,30031402091624700000,"ANGIOPLASTIA, MIEMBRO SUPERIOR DERECHO/IZQUIERDO",,
2648,1,300113030208N0000436,IGE ESPECIFICA  CABALLO,,
2016,1,CCD00035N,BETA 1 GLOBULINA (%) (EN SANGRE),,
2636,1,300113030204N0000260,IGE ESPECIFICA  ALTRAMUZ,,
1055,1,300113110000N0001219,GENOTIPO,,
1870,1,30031001700910900000,"ANGIOGRAFIA, ARCO AORTICO Y TRONCO SUPRAORTICO",,
933,1,300113070100N0000798,GENTAMICINA,,
2211,1,CCD00249I,RECUENTO HEMATIES (EN LIQUIDO SEMINAL),,
130,1,0121209245,AC ANTI-COXIELLA BURNETII IGM METODO IFI,,
507,1,300113030203N0000243,IGE ESPECIFICA  PROTEINAS DEL SUERO DE CABALLO,,
2545,1,30031402210912900000,"COLOCACION PROTESIS/STENT, TRONCOS SUPRAAORTICOS",,
206,1,0121210050,ANTÍGENO DE LEGIONELLA PNEUMOPHILA,,
1535,1,30030400632231900000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, OTRAS ZONAS ANATOMICAS",,
1863,1,30030901680000000000,DIAGNOSTICO POR TELERRADIOLOGIA: RESONANCIA MAGNETICA,,
2256,1,CCD00323N,ÍNDICE DISTRIBUCIÓN PLAQUETAR (EN SANGRE),,
2176,1,CCD00207I,RECUENTO ESPERMIOS PARA INSEMINACIÓN  (EN LIQUIDO SEMINAL),,
1873,1,30031101810000000000,EMBOLIZACION DE ANEURISMA INTRACRANEAL (UNA LESION),,
2592,1,01212096611,AC. ANTI-BARTONELLA QUINTANA IGG METODO IFI,,
282,1,300113010000N0000025,CREATINCINASA  (CK),,
1972,1,ANT000145,TETRACICLINA,,
601,1,300113030209N0000448,IGE ESPECIFICA POLENES Y GRAMINEAS: CENTENO,,
1488,1,30030200341928400000,"FLEBOGRAFIA, MIEMBRO INFERIOR DERECHO/IZQUIERDO",,
740,1,300113040000K0000684,CATECOLAMINAS TOTALES,,
1912,1,30031803170000000000,COLOCACION CATETER DOBLE J,,
1574,1,30030600830100401000,"TC CARA Y BASE DE CRANEO , ARTICULACION TEMPORO-MANDIBULAR (ATM) AMBAS, SIN CONTRASTE",,
2142,1,CCD00171I,MOTILIDAD NO PROGRESIVA PARA INSEMINACIÓN (EN LIQUIDO SEMINAL),,
2398,1,MUE000290,UÑAS,,
1730,1,30030901410203402000,"RM CABEZA Y CUELLO, GLANDULAS SALIVARES, SIN CONTRASTE Y CON CONTRASTE",,
1370,1,30030100031623106000,"RX ESQUELETO PERIFERICO, CODO AMBOS, AP Y LAT",,
1318,1,300114070100N0000239,MARCADORES HPN HEMATÍES,,
410,1,300113030100N0000104,APOLIPOPROTEÍNA A1,,
439,1,300113030100N0000135,INMUNOGLOBULINA D,,
2179,1,CCD00210N,SO2 SATURACIÓN DE OXÍGENO (EN SANGRE),,
1394,1,30030100031625106000,"RX ESQUELETO PERIFERICO, TUNEL CARPIANO AMBOS, AP Y LAT",,
840,1,300113050000N0000716,AC ANTI GANGLIÓSIDOS,,
2070,1,CCD00094N,ESPACIO ANIONICO (EN SANGRE),,
1023,1,300113110000N0000879,COLINESTERASA: VARIANTE GENÉTICA,,
1518,1,30030400630203700000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, OJOS AMBOS",,
2234,1,CCD00282N,AC ANTI M2PDH (EN SANGRE),,
2720,1,300114080200N0000202,CITOGENÉTICA DE SÍNDROME MIELODISPLÁSICO,,
1,1,0121201010,EXAMEN EN FRESCO,,
2025,1,CCD00042K,BILIRRUBINA (EN ORINA),,
152,1,0121209421,AC. ANTI-TRYPANOSOMA CRUZI METODO IFI,,
1292,1,300114040000K0000122,HEMOGLOBINA EN ORINA,,
929,1,300113070100N0000794,ETANOL SANGRE,,
2681,1,300113110000K0001361,ÁCIDO 4-HIDROXIFENILACÉTICO ORINA 24 HORAS,,
718,1,300113030412N0001694,IGE RECOMBINANTE Hev b5 (Látex-NO Reactiv.Cruz),,
1306,1,300114040000N0000244,ESTUDIO MOLECULAR HEMOGLOBINA S,,
245,1,0121812430,TIROXINA TOTAL (T4) CON EXTRACCION,,
426,1,300113030100N0000121,FACTOR REUMATOIDE,,
1822,1,30030901501115602000,"RM ABDOMINAL, PARED ABDOMINAL, SIN CONTRASTE Y CON CONTRASTE",,
2385,1,MUE000136,EXUDADO URETRAL,,
2519,1,300114070100N0000235,MARCADORES HPN GRANULOCITOS,,
628,1,300113030212N0000499,IGE ESPECIFICA  LATEX,,
564,1,300113030204N0001064,IGE ESPECIFICA ALCACHOFA,,
859,1,300113050000N0000735,AC ANTI ISLOTES PANCREÁTICOS,,
1161,1,300113121000H0001009,PH EN LIQUIDO PLEURAL,,
1633,1,30030600861624902000,"TC OSTEOARTICULAR , MUÑECA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
1008,1,300113110000K0000914,PORFIRINAS TOTALES,,
1551,1,30030500721421000000,"DOPPLER ORGANOS/PARTES BLANDAS, PENE",,
383,1,300113030100K0000174,INMUNOGLOBULINA G (IGG) ORINA,,
899,1,300113050000N0001213,AC. ANTI RIBOSOMALES,,
78,1,0121207021,CARGA VIRAL VIRUS DE LA INMUNODEFICIENCIA HUMANA METODO PCR CUANT,,
2043,1,CCD00061N,COCIENTE APOLIPOPROTEINAS B/A1 (EN SANGRE),,
1528,1,30030400631113700000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, ABDOMEN COMPLETO (INCLUYE RENAL)",,
2336,1,CCD00483K,DENSIDAD BASAL (EN ORINA),,
954,1,300113070200K0000818,BENZODIACEPINAS ORINA,,
1342,1,300114080100N0000263,ESTUDIO GENÉTICO JAK-2,,
1696,1,30030600950000002000,"TC PERFUSION CEREBRAL , SIN CONTRASTE Y CON CONTRASTE",,
2267,1,CCD00336K,CUERPOS GRASOS (EN ORINA),,
1887,1,30031302051216900000,"AORTOGRAFIA, ARTERIA AORTA ABDOMINAL",,
2660,1,300113030300N0001537,IgG ESPECIFICA BETA LACTOGLOBULINA,,
1435,1,30030100040707906000,"RX RAQUIS, RAQUIS DORSAL, AP Y LAT",,
2632,1,300113030203N0000219,IGE ESPECIFICA  EPITELIO OVEJA,,
2033,1,CCD00050I,CÉLULAS GERMINALES INMADURAS (EN LIQUIDO SEMINAL),,
1994,1,CCD00009I,AGLUTINACIÓN (EN LIQUIDO SEMINAL),,
209,1,0121210070,ANTÍGENO DE ADENOVIRUS 40/41,,
1659,1,30030600861929301000,"TC OSTEOARTICULAR , TOBILLO AMBOS, SIN CONTRASTE",,
1540,1,30030400680000000000,ECOGRAFIA TRASVAGINAL,,
2698,1,300113121200J0001132,COLESTEROL LÍQUIDO SINOVIAL,,
1749,1,30030901441319901000,"RM OSTEOARTICULAR , CADERA AMBAS, SIN CONTRASTE",,
2295,1,CCD00371N,TSH 1ª TOMA (EN SANGRE),,
680,1,300113030402N0001660,IGE RECOMBINANTE Der p1 (D.pteronuissimus),,
2556,1,30121010114100619701,"SALMONELLA PARATYPHI, DETECCIÓN AC., SUERO, AGLUTINACIÓN",,
1483,1,30030200290000000000,ENEMA OPACA,,
1808,1,30030901460808102000,"RM TORACICA, AXILA, SIN CONTRASTE Y CON CONTRASTE",,
1358,1,30030100030707119000,"RX ESQUELETO PERIFERICO, CLAVICULA AMBAS, PA",,
2314,1,CCD00406N,CORTISOL 8 HORAS (EN SANGRE),,
2490,1,300113110000N0001391,ÁCIDO HIALURÓNICO,,
869,1,300113050000N0000745,AC ANTI NUCLEARES (ANA) ELISA,,
2453,1,300113030204N0000291,IGE ESPECIFICA  CIRUELA,,
1350,1,30030100010707818000,"RX TORACICA, TORAX, LORDOTICAS",,
2098,1,CCD00129N,GLUCOSA 45 MIN (EN SANGRE),,
876,1,300113050000N0000752,AC ANTI SUBSTANCIA INTERCELULAR,,
385,1,300113030100K0000177,MIOGLOBINA EN ORINA,,
117,1,0121209150,AC. ANTI-VIRUS HERPES HUMANO 6 IGM METODO EIA,,
1080,1,300113120200U0000932,SANGRE OCULTA EN HECES,,
2086,1,CCD00114N,GAMMA GLOBULINAS (EN SANGRE),,
2231,1,CCD00279N,AC ANTI TRANSGLUTAMINASA IgA (EN SANGRE),,
907,1,300113050000N0001559,AC ANTI RECEPTOR ASIALOGLICOPROTEÍNICO,,
2616,1,300113030100N0001174,GLICINA SANGRE,,
1498,1,30030200490000000000,INTERCONSULTA: RADIOLOGIA CONTRASTADA,,
2362,1,CCD00588N,TESTOSTERONA LIBRE CALCULADA (EN SANGRE),,
1836,1,30030901521725302000,"RM VASCULAR , ANTEBRAZO AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
2251,1,CCD00314U,ALMIDÓN (EN HECES),,
320,1,300113020000K0000060,AMILASA,,
2409,1,OTPRPOLISOMNOGRA,POLISOMNOGRAFIA,,
1758,1,30030901441623102000,"RM OSTEOARTICULAR , CODO AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
1741,1,30030901421320301000,"RM COLUMNA, SACROCOXIS, SIN CONTRASTE",,
521,1,300113030204N0000275,IGE ESPECIFICA  CACAHUETE,,
1660,1,30030600861929302000,"TC OSTEOARTICULAR , TOBILLO AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
928,1,300113070100N0000793,DIGOXINA,,
2572,1,CCD00526C,INDICE DE ALBUMINA (EN LCR),,
1314,1,300114070100N0000144,ANTÍGENOS INTRACELULARES,,
2651,1,300113030211N0001141,IGE ESPECIFICA  CUCARACHA AMERICANA,,
2667,1,300113040000N0001556,ACTH 20 HORAS,,
1175,1,300113121200J0001028,GLUCOSA EN LIQUIDO SINOVIAL,,
37,1,0121205010,PARASITOS INTESTINALES,,
2792,1,CCD00387N,RENINA 2ª TOMA (EN SANGRE),,
1777,1,30030901441929301000,"RM OSTEOARTICULAR , TOBILLO AMBOS, SIN CONTRASTE",,
196,1,01212096651,AC. ANTI-VIRUS INFLUENZA A IGM METODO ELISA,,
723,1,300113030412N0001699,IGE RECOMBINANTE Hev b11 (Látex-NO Reactiv.Cruz),,
2506,1,300114029900N0000078,TROMBOTEST,,
938,1,300113070100N0000806,TACROLIMUS,,
2790,1,CCD00377N,GH 4ª TOMA (EN SANGRE),,
1620,1,30030600861623802000,"TC OSTEOARTICULAR , HOMBRO AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
2029,1,CCD00046N,CAYADOS FROTIS (EN SANGRE),,
1386,1,30030100031624420000,"RX ESQUELETO PERIFERICO, METACARPO AMBOS, PA Y LAT",,
2124,1,CCD00154K,LEUCOCITOS (EN ORINA),,
2626,1,300113030100N0001185,TRIPTÓFANO SANGRE,,
999,1,300113100000B0000874,FISH,,
96,1,0121209040,AC. ANTI-CYTOMEGALOVIRUS IGG METODO ELISA,,
1855,1,30030901551420602000,"RM ESTADIAJE, GENITALES FEMENINOS, SIN CONTRASTE Y CON CONTRASTE",,
1963,1,ANT000121,NITROFURANTOINA (2),,
1066,1,300113110000N0001567,ÁCIDOS ORGANICOS ORINA 24 HORAS,,
2047,1,CCD00065K,COCIENTE MICROALBUMINA/CREATININA (EN ORINA),,
2188,1,CCD00219N,TRANSFERRINA: ÍNDICE DE SATURACIÓN (EN SANGRE),,
1898,1,30031602580000000000,CONTROL CATETER VENOSO CENTRAL,,
243,1,0121812400,TIROGLOBULINA CON EXTRACCION,,
984,1,300113090000N0000850,"HLA DQ (a,b), DR (b)",,
46,1,0121206011,AC. ANTI-VIRUS DE LA HEPATITIS A METODO ELISA,,
2413,1,P323300003,ESOFAGO-GASTROSCOPIA,,
787,1,300113040000N0000659,PROGESTERONA 17-HIDROXI,,
1757,1,30030901441623101000,"RM OSTEOARTICULAR , CODO AMBOS, SIN CONTRASTE",,
228,1,0121601050,CITOLOGIA OBTENIDA POR P.A.A.F. CON PRESENCIA DEL ANATOMOPATOLOGO.,,
1662,1,30030600861929402000,"TC OSTEOARTICULAR , TOBILLO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
348,1,300113020000K0000092,PROTEÍNAS EN UN TIEMPO DETERMINADO,,
2659,1,300113030216N0000583,IGE ESPECIFICA  AJENJO,,
1452,1,30030100050102000000,"RX CRANEO/CARA, SENOS PARANASALES",,
1170,1,300113121200J0001020,ASPECTO DEL LIQUIDO SINOVIAL,,
2481,1,300113090000N0000860,HLA-DR2,,
2711,1,300114030000N0000269,MORFOLOGÍA SERIE PLAQUETAR,,
62,1,0121206112,CARGA VIRUS DE LA HEPATITIS C LOGARITMO METODO PCR CUANT,,
1007,1,300113110000K0000911,HISTAMINA ORINA,,
1142,1,300113120900G0000988,PH EN LIQUIDO PERITONEAL,,
1992,1,CCD00006N,ACTH 90 MIN (EN SANGRE),,
2704,1,300113121400X0001422,FORMULA LEUCOCITARIA LÍQUIDOS BIOLÓGICOS S.E,,
1774,1,30030901441928702000,"RM OSTEOARTICULAR , RODILLA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
2255,1,CCD00322N,PLAQUETOCRÍTO (EN SANGRE),,
812,1,300113040000N0001278,VITAMINA B2 (RIBOFLAVINA),,
321,1,300113020000K0000061,AMILASA EN UN TIEMPO DETERMINADO,,
1737,1,30030901420707901000,"RM COLUMNA, RAQUIS DORSAL, SIN CONTRASTE",,
2296,1,CCD00379N,CORTISOL TRAS DEXAMETASONA 1ª TOMA (EN SANGRE),,
2539,1,30030801380000000000,CONSULTA POR TELERRADIOLOGIA: PET-TC,,
646,1,300113030215N0000559,IGE ESPECIFICA  DATILERA,,
1400,1,30030100031927606000,"RX ESQUELETO PERIFERICO, DEDOS PIE AMBOS, AP Y LAT",,
1712,1,30030601070000000000,INTERCONSULTA: TC,,
58,1,0121206090,AG. VIRUS DE LA HEPATITIS B AG E METODO ELISA,,
490,1,300113030202N0000201,IGE ESPECIFICA  GLYCYPHAGUS DOMESTICUS,,
805,1,300113040000N0000677,VITAMINA C (ÁCIDO ASCÓRBICO),,
1365,1,30030100031320003000,"RX ESQUELETO PERIFERICO, CADERA DERECHA/IZQUIERDA, ALAR Y OBTURATRIZ",,
2438,1,0121214490,AC. VIRUS HTLV II (EIA),,
2247,1,CCD00305C,ALBÚMINA LÍQUIDO CEFALORRAQUÍDEO/SUERO,,
2604,1,300113030100K0000168,COLÁGENO TIPO I TELOPÉPTIDO AMINOTERMINAL (NTX),,
2081,1,CCD00109N,FSH BASAL (EN SANGRE),,
1245,1,300114020100N0000026,FACTOR V,,
1307,1,300114050000S0000243,CARIOTIPO MÉDULA ÓSEA,,
2189,1,CCD00220N,TSH BASAL (EN SANGRE),,
1969,1,ANT000136,PENICILINA (2),,
1003,1,300113100000N0001730,GENOTIPO IL28B,,
742,1,300113040000K0000687,METANEFRINAS,,
1299,1,300114040000N0000107,HEMOGLOBINA FETAL,,
1621,1,30030600861623901000,"TC OSTEOARTICULAR , HOMBRO DERECHO/IZQUIERDO, SIN CONTRASTE",,
1886,1,30031302050911100000,"AORTOGRAFIA, ARTERIA AORTA TORACICA",,
823,1,300113050000N0000697,AC ANTI ANTÍGENO Sm,,
276,1,300113010000N0000019,COLESTEROL LDL CALCULADO,,
1430,1,30030100031929415000,"RX ESQUELETO PERIFERICO, TOBILLO DERECHO/IZQUIERDO, EN CARGA",,
1803,1,30030901460707601000,"RM TORACICA, PARED TORACICA (COSTAL/ESTERNON), SIN CONTRASTE",,
2538,1,30030801300000000000,PET-TC CABEZA-CUELLO TUMOR REESTADIFICACION,,
1294,1,300114040000N0000097,"FOSFATO - GLUCOSA - ISOMERASA, DETERMINACIÓN DE",,
1374,1,30030100031623805000,"RX ESQUELETO PERIFERICO, HOMBRO AMBOS, AP Y AXIAL",,
1203,1,300113121400X0001125,CLORO LÍQUIDOS BIOLÓGICOS S.E,,
1316,1,300114070100N0000152,PLAQUETAS ACTIVABLES POR DIVERSOS AGONISTAS,,
2105,1,CCD00137K,HEMATÍES (EN ORINA),,
508,1,300113030203N0000246,IGE ESPECIFICA  PROTEINAS SERICAS PERIQUITO,,
